id	item_group_id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	availability	shipping_weight	brand	mpn	condition	product_type	google_product_category	identifier_exists	is_bundle	shipping	upc	gtin	sku
10068	 	Classic 4-in-1 Pressed Mineral Makeup Foundation	More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all-I- one. The cornerstone PÜR makeup, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin and creates a flawless complexion.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-foundation-medium-dark-1000x1000.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deep-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-blush-medium-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-porcelain-open.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-tan-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deepest-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-dark-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deeper-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-medium-dark-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-light-open_1.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-dark-swatch.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	10068	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	 	 	10068
951220060	10068	Classic 4-in-1 Pressed Mineral Makeup Foundation in Medium Dark	The Classic Formula that Started it All More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all in one. The cornerstone of the PÜR line, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-with-spf-15-original-mediumdark-opencpt-72dpi.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-mediumdark-swatch-72dpi.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951220060	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	878147000517	878147000517	951220060
951220070	10068	Classic 4-in-1 Pressed Mineral Makeup Foundation in Dark	The Classic Formula that Started it All More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all in one. The cornerstone of the PÜR line, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-dark-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-dark-swatch.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951220070	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	878147000500	878147000500	951220070
951220080	10068	Classic 4-in-1 Pressed Mineral Makeup Foundation in Deep	The Classic Formula that Started it All More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all in one. The cornerstone of the PÜR line, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deep-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deep-swatch.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951220080	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	878147000524	878147000524	951220080
951220090	10068	Classic 4-in-1 Pressed Mineral Makeup Foundation in Deeper	The Classic Formula that Started it All More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all in one. The cornerstone of the PÜR line, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deeper-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deeper-swatch.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951220090	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	878147003136	878147003136	951220090
951220100	10068	Classic 4-in-1 Pressed Mineral Makeup Foundation in Deepest	The Classic Formula that Started it All More than a mineral powder foundation, 4-in-1 Pressed Mineral Makeup Powder Foundation is a natural mineral makeup concealer, powder and SPF 15 protection all in one. The cornerstone of the PÜR line, this natural foundation is pure mineral pigment ground to the smoothest texture and bound with organic shea butter and vitamin E. This full-coverage mineral powder foundation is good for your skin.	https://www.purcosmetics.com/classic-4-in-1-pressed-mineral-makeup-foundation?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deepest-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-foundation-with-spf-15-original-deepest-swatch.jpg	26.00 USD	10.00 USD	2018-02-07T00:00:00-05:00/2020-03-05T23:59:59-05:00	in stock	0.13 lb	Pur Cosmetics	951220100	new	Pur Category > Makeup > Shop All,Pur Category > Sale,Pur Category	 	 	FALSE	 	878147003143	878147003143	951220100
10132	 	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-porcelain-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-tan-open.jpg,https://www.purcosmetics.com/media/catalog/product/b/a/bailey-blushmedium_1.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	10132	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	00847137025267	00847137025267	10132
951225010	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-porcelain-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-porcelain-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-porcelain-swatch-2.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_light-porcleain_72dpi_1_3.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225010	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007806	878147007806	951225010
951225020	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-swatch-72dpi.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_light_72dpi_1_4.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225020	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007813	878147007813	951225020
951225030	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-blush-medium-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-blush-medium-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-blush-medium-closed.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_blush-medium_72dpi_1_3.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225030	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007820	878147007820	951225030
951225040	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-golden-medium-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-golden-medium-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-golden-medium-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_golden-medium_72dpi_1_3.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225040	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007837	878147007837	951225040
951225050	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-tan-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-tan-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-light-tan-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_light-tan_72dpi_1_3.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225050	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007844	878147007844	951225050
951225060	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-tan-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-tan-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-tan-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_tan_72dpi_1_4.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225060	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007851	878147007851	951225060
951225070	10132	4-in-1 Pressed Mineral Makeup Foundation with Skincare Ingredients in	Makeup, meet skincare. Our 4-in-1 Pressed Mineral Powder Foundation gives you the flawless mineral coverage you expect from PÜR with groundbreaking skincare ingredients built into our award-winning formula. Our powder foundation is adored worldwide for its lightweight feel and no-mess, no-stress application. This all-in-one foundation, concealer, powder and SPF 15 has been clinically proven to correct, prevent and interrupt your biggest skin concerns – even after the makeup comes off! That's pretty smart beauty.	https://www.purcosmetics.com/4-in-1-pressed-mineral-makeup-foundation-with-skincare-ingredients?utm_source=google_shopping	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-medium-dark-open.jpg	https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-medium-dark-closed.jpg,https://www.purcosmetics.com/media/catalog/product/4/-/4-in-1-pressed-mineral-makeup-medium-dark-swatch.jpg,https://www.purcosmetics.com/media/catalog/product/f/o/foundation-stick_medium-dark_72dpi_1_3.jpg	29.50 USD	 	 	in stock	0.80 lb	Pur Cosmetics	951225070	new	Pur Category > Makeup > Face > Foundation,Pur Category > Makeup > Best Sellers,Pur Category > Makeup > Face	 	 	FALSE	 	878147007868	878147007868	951225070
